web-scraper-order,web-scraper-start-url,links,links-href,reat_name,address,cuisine,type,avg_cost,bestselling_items,facilities_features,contact,ratings,reviesws,votes,timing,pages,pages-href
"1655578739-3842","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=146","Taco street","https://www.dineout.co.in/bangalore/taco-street-indiranagar-east-bangalore-103443","Taco street","Indiranagar |","American","Casual Dining","500 for two people","Dorito Taco, Chicken Tikka Burger, Peri Peri Chicken Strips, Chicken Nuggets, Chocolate Dreams, Gadbad.","Air Conditioned","09633858819","5","null","null","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 11:00 PMMonday12:00 PM to 11:00 PMTuesday12:00 PM to 11:00 PMWednesday12:00 PM to 11:00 PMThursday12:00 PM to 11:00 PMFriday12:00 PM to 11:00 PMSaturday12:00 PM to 11:00 PM","",""
"1655580906-4316","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=124","Macs Brew House","https://www.dineout.co.in/bangalore/macs-brew-house-indiranagar-east-bangalore-79292","Macs Brew House","Indiranagar |","Chinese","Casual Dining, Bar","1,600 for two people","Beer, Cocktails, French Fries, Masala Papad.","Smoking Area","080-9008484585","4","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 12:00 AMMonday11:00 AM to 12:00 AMTuesday11:00 AM to 12:00 AMWednesday11:00 AM to 12:00 AMThursday11:00 AM to 12:00 AMFriday11:00 AM to 12:00 AMSaturday11:00 AM to 12:00 AM","",""
"1655584271-4984","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=92","Indian Spice Restaurant","https://www.dineout.co.in/bangalore/indian-spice-restaurant-marathahalli-east-bangalore-65724","Indian Spice Restaurant","Marathahalli |","North Indian","QSR","600 for two people","null","Home Delivery","09731507964","null","null","null","null","",""
"1655564894-1901","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=239","Chulha Chauki Da Dhaba","https://www.dineout.co.in/bangalore/chulha-chauki-da-dhaba-sarjapur-road-south-bangalore-91025","Chulha Chauki Da Dhaba","Sarjapur Road |","Chinese","Casual Dining","600 for two people","null","Home Delivery","07349738049","4","null","null","Time: 12:00 PM to 10:30 PM (Open Now)Sunday12:00 PM to 10:30 PMMonday12:00 PM to 10:30 PMTuesday12:00 PM to 10:30 PMWednesday12:00 PM to 10:30 PMThursday12:00 PM to 10:30 PMFriday12:00 PM to 10:30 PMSaturday12:00 PM to 10:30 PM","",""
"1655556772-472","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=307","Golden Green Palace","https://www.dineout.co.in/bangalore/golden-green-palace-mysore-road-west-bangalore-69889","Golden Green Palace","Mysore Road |","Chinese","Casual Dining","1,400 for two people","null","Parking","09980203432","null","null","null","Time: 11:00 AM to 12:00 AM (Open Now)Sunday11:00 AM to 12:00 AMMonday11:00 AM to 12:00 AMTuesday11:00 AM to 12:00 AMWednesday11:00 AM to 12:00 AMThursday11:00 AM to 12:00 AMFriday11:00 AM to 12:00 AMSaturday11:00 AM to 12:00 AM","",""
"1655559314-927","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=285","Desipun","https://www.dineout.co.in/bangalore/desipun-brookefields-east-bangalore-81416","Desipun","Brookefield Mall |","North Indian","QSR, Food Court","400 for two people","null","null","08042188109","null","null","null","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655567357-2345","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=218","Go Fish","https://www.dineout.co.in/bangalore/go-fish-banaswadi-north-bangalore-83250","Go Fish","Banaswadi |","Seafood","QSR","500 for two people","null","Air Conditioned","09019046266","null","null","null","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 09:00 PMTuesday12:00 PM to 09:00 PMWednesday12:00 PM to 09:00 PMThursday12:00 PM to 09:00 PMFriday12:00 PM to 09:00 PMSaturday12:00 PM to 09:00 PM","",""
"1655576418-3463","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=164","Domino's Pizza","https://www.dineout.co.in/bangalore/dominos-pizza-banashankari-south-bangalore-7433","Domino's Pizza","Banashankari |","Pizza","QSR","500 for two people","null","Home Delivery","0080-26699595","4","2 reviews","3 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655584579-5040","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=89","Frozen Bottle","https://www.dineout.co.in/bangalore/frozen-bottle-sahakara-nagar-north-bangalore-41684","Frozen Bottle","Sahakara Nagar |","Beverages","QSR, Dessert Parlour","400 for two people","null","Home Delivery","080-43711643","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 01:00 AMMonday11:00 AM to 01:00 AMTuesday11:00 AM to 01:00 AMWednesday11:00 AM to 01:00 AMThursday11:00 AM to 01:00 AMFriday11:00 AM to 01:00 AMSaturday11:00 AM to 01:00 AM","",""
"1655590413-6040","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=41","Empire Restaurant","https://www.dineout.co.in/bangalore/empire-restaurant-rajajinagar-west-bangalore-10097","Empire Restaurant","Orion Mall |","Chinese","Food Court","800 for two people","Chilli Kebab, Chicken Tikka, Shaadi Ki Biriyani, Dosaa Chicken, Kerala Paratha.","Air Conditioned","09448308050","3.5","1 reviews","8 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655569572-2651","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=203","Rock View Family Restaurant","https://www.dineout.co.in/bangalore/rock-view-family-restaurant-hsr-layout-south-bangalore-39992","Rock View Family Restaurant","HSR Layout |","Chinese","Casual Dining","800 for two people","Onion Pakora, Finger Chips, Capsicum Pakora, Fried Egg, Veg Manchurian.","Air Conditioned","09986649294","5","null","1 Votes","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655586838-5420","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=71","Saha Chowmein","https://www.dineout.co.in/bangalore/saha-chowmein-sahakara-nagar-north-bangalore-26944","Saha Chowmein","Sahakara Nagar |","North Indian","Casual Dining","800 for two people","Manchow Soup, Spring Roll, Saha Chowmein, Sandwiches, Tandoori Chicken, Roti","Air Conditioned","080-41735375","3","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655592659-6477","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=21","Lassi Shop","https://www.dineout.co.in/bangalore/lassi-shop-shivaji-nagar-central-bangalore-81534","Lassi Shop","Shivaji Nagar |","Beverages","QSR","200 for two people","null","Home Delivery","080-8884382515","4","null","1 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655577884-3707","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=153","Chocolate Philosophy","https://www.dineout.co.in/bangalore/chocolate-philosophy-ulsoor-central-bangalore-46420","Chocolate Philosophy","Lido Mall |","Desserts","QSR","600 for two people","null","Air Conditioned","00","null","null","null","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 06:00 PMMonday09:00 AM to 06:00 PMTuesday09:00 AM to 06:00 PMWednesday09:00 AM to 06:00 PMThursday09:00 AM to 06:00 PMFriday09:00 AM to 06:00 PMSaturday09:00 AM to 06:00 PM","",""
"1655583449-4840","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=99","Wow! Momo","https://www.dineout.co.in/bangalore/wow-momo-whitefield-east-bangalore-81012","Wow! Momo","Trifecta Adatto |","Tibetan","QSR","400 for two people","Chicken Cheese Pan Fried Momos, Chicken Cheese Chili Momos, Corn Cheese Pan Fried Momos, Corn Cheese Chili Momos, Chicken Cheesy Moburg.","Air Conditioned","07353123472","null","null","null","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655562342-1426","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=261","Supreme Fine Dining Restaurant","https://www.dineout.co.in/bangalore/supreme-fine-dining-restaurant-peenya-west-bangalore-71631","Supreme Fine Dining Restaurant","Peenya |","Chinese","Casual Dining","900 for two people","null","Cards Accepted","09844104204","null","null","null","Time: 07:00 PM to 11:00 PM (Open Now)Sunday07:00 AM to 10:00 AMSunday12:00 PM to 03:00 PMSunday07:00 PM to 11:00 PMMonday07:00 AM to 10:00 AMMonday12:00 PM to 03:00 PMMonday07:00 PM to 11:00 PMTuesday07:00 AM to 10:00 AMTuesday12:00 PM to 03:00 PMTuesday07:00 PM to 11:00 PMWednesday07:00 AM to 10:00 AMWednesday12:00 PM to 03:00 PMWednesday07:00 PM to 11:00 PMThursday07:00 AM to 10:00 AMThursday12:00 PM to 03:00 PMThursday07:00 PM to 11:00 PMFriday07:00 AM to 10:00 AMFriday12:00 PM to 03:00 PMFriday07:00 PM to 11:00 PMSaturday07:00 AM to 10:00 AMSaturday12:00 PM to 03:00 PMSaturday07:00 PM to 11:00 PM","",""
"1655580755-4281","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=125","Kabab Magic","https://www.dineout.co.in/bangalore/kabab-magic-basavanagudi-south-bangalore-46266","Kabab Magic","Basavanagudi |","North Indian","QSR","400 for two people","null","Home Delivery","080-26570381","4","null","2 Votes","Time:  (Opens at 01:00 PM)Sunday01:00 PM to 11:00 PMMonday01:00 PM to 11:00 PMTuesday01:00 PM to 11:00 PMWednesday01:00 PM to 11:00 PMThursday01:00 PM to 11:00 PMFriday01:00 PM to 11:00 PMSaturday01:00 PM to 11:00 PM","",""
"1655576720-3504","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=162","Just Bake","https://www.dineout.co.in/bangalore/just-bake-basaveshwara-nagar-west-bangalore-10809","Just Bake","Basaveshwara Nagar |","Desserts","QSR, Bakery","400 for two people","null","null","09632077844","3","1 reviews","1 Votes","Time:  (Opens at 10:00 AM)Sunday10:00 AM to 10:00 PMMonday10:00 AM to 10:00 PMTuesday10:00 AM to 10:00 PMWednesday10:00 AM to 10:00 PMThursday10:00 AM to 10:00 PMFriday10:00 AM to 10:00 PMSaturday10:00 AM to 10:00 PM","",""
"1655569952-2692","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=201","Kapoor's Cafe","https://www.dineout.co.in/bangalore/kapoors-cafe-hsr-layout-south-bangalore-32572","Kapoor's Cafe","HSR Layout |","North Indian","Casual Dining","800 for two people","Dry Fruit Lassi, Cheese Pataka Balls, Kapoors Special Veg Kabab, Chole Bhature, Onion Paratha.","Home Delivery","09538579030","4","3 reviews","5 Votes","Time: 06:00 AM to 11:00 PM (Open Now)Sunday06:00 AM to 11:00 PMMonday06:00 AM to 11:00 PMTuesday06:00 AM to 11:00 PMWednesday06:00 AM to 11:00 PMThursday06:00 AM to 11:00 PMFriday06:00 AM to 11:00 PMSaturday06:00 AM to 11:00 PM","",""
"1655581649-4474","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=116","McDonald's","https://www.dineout.co.in/bangalore/mcdonalds-commercial-street-central-bangalore-11031","McDonald's","Commercial Street |","Fast Food","QSR","500 for two people","null","Home Delivery","080-66000666","4.8","2 reviews","4 Votes","Time:  (Opens at 10:30 AM)Sunday10:30 AM to 10:30 PMMonday10:30 AM to 10:30 PMTuesday10:30 AM to 10:30 PMWednesday10:30 AM to 10:30 PMThursday10:30 AM to 10:30 PMFriday10:30 AM to 10:30 PMSaturday10:30 AM to 10:30 PM","",""
"1655589919-5942","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=46","Chin Lung Restobar","https://www.dineout.co.in/bangalore/chin-lung-restobar-new-bel-road-north-bangalore-45464","Chin Lung Restobar","New BEL Road |","Chinese","Casual Dining, Nightlife, Bar","1,200 for two people","BBQ Pizza, Buffalo Wings, Dragon Chicken, Butter Chicken Pizza, Murgh Ghee Roast, Chicken Hakka Noodles.","Smoking Area","080-9986667328","4","22 reviews","113 Votes","Time:  (Opens at 12:00 PM)Sunday12:00 PM to 01:00 AMMonday12:00 PM to 01:00 AMTuesday12:00 PM to 01:00 AMWednesday12:00 PM to 01:00 AMThursday12:00 PM to 01:00 AMFriday12:00 PM to 01:00 AMSaturday12:00 PM to 01:00 AM","",""
"1655557777-651","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=298","Night Diaries","https://www.dineout.co.in/bangalore/night-diaries-whitefield-east-bangalore-91376","Night Diaries","Whitefield |","Chinese","QSR","800 for two people","null","Home Delivery","09108269485","null","null","null","Time:  (Opens at 07:30 PM)Sunday07:30 PM to 04:00 AMMonday07:30 PM to 04:00 AMTuesday07:30 PM to 04:00 AMWednesday07:30 PM to 04:00 AMThursday07:30 PM to 04:00 AMFriday07:30 PM to 04:00 AMSaturday07:30 PM to 04:00 AM","",""
"1655568408-2501","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=210","Wowffles","https://www.dineout.co.in/bangalore/wowffles-new-bel-road-north-bangalore-106634","Wowffles","New BEL Road |","null","300 for two people","null","null","Home Delivery","09381919463","null","null","null","Time:  (Opens at 11:30 AM)Sunday11:30 AM to 09:00 PMMonday11:30 AM to 09:00 PMTuesday11:30 AM to 09:00 PMWednesday11:30 AM to 09:00 PMThursday11:30 AM to 09:00 PMFriday11:30 AM to 09:00 PMSaturday11:30 AM to 09:00 PM","",""
"1655575875-3383","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=168","TAB - Take A Break","https://www.dineout.co.in/bangalore/tab-take-a-break-jp-nagar-south-bangalore-22248","TAB - Take A Break","JP Nagar |","Desserts","Casual Dining","500 for two people","null","Cards Accepted","0080-42151111","4","4 reviews","4 Votes","Time:  (Opens at 11:30 AM)Sunday11:30 AM to 10:30 PMMonday11:30 AM to 10:30 PMTuesday11:30 AM to 10:30 PMWednesday11:30 AM to 10:30 PMThursday11:30 AM to 10:30 PMFriday11:30 AM to 10:30 PMSaturday11:30 AM to 10:30 PM","",""
"1655563907-1716","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=248","R.J. Food Point","https://www.dineout.co.in/bangalore/rj-food-point-mahadevapura-east-bangalore-65687","R.J. Food Point","Mahadevapura |","North Indian","QSR","800 for two people","null","null","09844475448","null","null","null","Time: 11:00 AM to 04:00 AM (Open Now)Sunday11:00 AM to 04:00 AMMonday11:00 AM to 04:00 AMTuesday11:00 AM to 04:00 AMWednesday11:00 AM to 04:00 AMThursday11:00 AM to 04:00 AMFriday11:00 AM to 04:00 AMSaturday11:00 AM to 04:00 AM","",""
"1655580548-4234","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=128","Sindhur Veg","https://www.dineout.co.in/bangalore/sindhur-veg-sampangirama-nagar-central-bangalore-25901","Sindhur Veg","Hotel V.T. Paradise |","North Indian","Casual Dining","600 for two people","null","Air Conditioned","022129881","null","null","null","Time:  (Opens at 07:00 AM)Sunday07:00 AM to 11:00 PMMonday07:00 AM to 11:00 PMTuesday07:00 AM to 11:00 PMWednesday07:00 AM to 11:00 PMThursday07:00 AM to 11:00 PMFriday07:00 AM to 11:00 PMSaturday07:00 AM to 11:00 PM","",""
"1655576608-3487","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=163","Bozo's Yum Yums","https://www.dineout.co.in/bangalore/bozos-yum-yums-frazer-town-north-bangalore-44053","Bozo's Yum Yums","Frazer Town |","Fast Food","QSR","600 for two people","Burgers, Beef Burger, Sandwiches, Fries, Bacon Burger","Home Delivery","09632547335","null","null","null","Time: 10:00 AM to 01:00 AM (Open Now)Sunday10:00 AM to 01:00 AMMonday10:00 AM to 01:00 AMTuesday10:00 AM to 01:00 AMWednesday10:00 AM to 01:00 AMThursday10:00 AM to 01:00 AMFriday10:00 AM to 01:00 AMSaturday10:00 AM to 01:00 AM","",""
"1655576150-3423","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=166","Delicacy","https://www.dineout.co.in/bangalore/delicacy-banaswadi-north-bangalore-14205","Delicacy","Lalitha Towers |","Chinese","Casual Dining","500 for two people","Momos, Noodles, Chilli Chicken, Spring Roll, Clear Chicken Soup, Crispy Noodle, Mixed Fried Rice","Air Conditioned","041519995","4.5","1 reviews","2 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655581327-4399","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=120","Raidan Restaurant","https://www.dineout.co.in/bangalore/raidan-restaurant-frazer-town-north-bangalore-31815","Raidan Restaurant","St. Germain School Building |","Arabian","Casual Dining","500 for two people","Shawarma, Al Faham Chicken","Home Delivery","080-40915140","4.3","1 reviews","2 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 12:00 AMMonday11:00 AM to 12:00 AMTuesday11:00 AM to 12:00 AMWednesday11:00 AM to 12:00 AMThursday11:00 AM to 12:00 AMFriday11:00 AM to 12:00 AMSaturday11:00 AM to 12:00 AM","",""
"1655587372-5498","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=67","Chef's Bank","https://www.dineout.co.in/bangalore/chefs-bank-yeshwantpur-north-bangalore-11783","Chef's Bank","Hotel Krishinton |","Chinese","Casual Dining","1,200 for two people","null","Air Conditioned","080-42595959","null","null","null","null","",""
"1655565206-1960","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=236","The Checkered Bar","https://www.dineout.co.in/bangalore/the-checkered-bar-whitefield-east-bangalore-6204","The Checkered Bar","MGM Mark Hotel |","Chinese","Lounge, Bar","2,000 for two people","null","Smoking Area","041985555","5","null","1 Votes","Time: 11:00 AM to 11:00 PM (Open Now)Sunday11:00 AM to 11:00 PMMonday11:00 AM to 11:00 PMTuesday11:00 AM to 11:00 PMWednesday11:00 AM to 11:00 PMThursday11:00 AM to 11:00 PMFriday11:00 AM to 11:00 PMSaturday11:00 AM to 11:00 PM","",""
"1655578210-3751","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=151","Chocolateria San Churro","https://www.dineout.co.in/bangalore/chocolateria-san-churro-banashankari-south-bangalore-19192","Chocolateria San Churro","Banashankari |","Italian","Casual Dining","500 for two people","Spicy Fries, Peri Peri Pizza, Stir Fried Vegetables, Chocolate Drink, Chilli Cheese Toast, Salsa.","Air Conditioned","080-26719199","4.5","3 reviews","8 Votes","Time:  (Opens at 09:00 AM)Sunday09:00 AM to 11:00 PMMonday09:00 AM to 11:00 PMTuesday09:00 AM to 11:00 PMWednesday09:00 AM to 11:00 PMThursday09:00 AM to 11:00 PMFriday09:00 AM to 11:00 PMSaturday09:00 AM to 11:00 PM","",""
"1655590770-6113","https://www.dineout.co.in/bangalore-restaurants?search_str=bangalore&p=38","Express By AB's","https://www.dineout.co.in/bangalore/express-by-abs-btm-layout-south-bangalore-81491","Express By AB's","BTM Layout |","North Indian","Casual Dining","600 for two people","Dal Makhani, BBQ Prawns, Paneer and Corn, Chicken Wings, Sukha Sabji.","Home Delivery","07702888111","4.6","null","2 Votes","Time:  (Opens at 11:00 AM)Sunday11:00 AM to 09:00 PMMonday11:00 AM to 09:00 PMTuesday11:00 AM to 09:00 PMWednesday11:00 AM to 09:00 PMThursday11:00 AM to 09:00 PMFriday11:00 AM to 09:00 PMSaturday11:00 AM to 09:00 PM","",""
